立法院代碼,法務部代碼,法律名稱,舊名稱,法務部分類
,K0040070,交通部公路總局各區監理所車輛行車事故鑑定暨交通部公路總局車輛行車事故覆議規費收費標準,交通部公路總局車輛行車事故鑑定及覆議規費收費標準,行政＞交通部＞公路目
01528049,G0350071,海運快遞貨物通關辦法,,行政＞財政部＞關務目
02513065,L0040112,食品業者登錄辦法,,行政＞衛生福利部＞食品藥物管理目
02513066,L0040113,食品查核檢驗管制措施辦法,,行政＞衛生福利部＞食品藥物管理目
01592179,D0060121,在中華民國大陸礁層舖設維護變更海底電纜或管道審查收費標準,,行政＞內政部＞地政目
02519092,O0020095,電動二輪車改裝使用共通電池補助辦法,,廢止法規＞行政院環境保護署
04655038,E0010026,外交部與所屬各機關（構）及駐外機構公務人員交代條例施行細則,,行政＞外交部＞組織目
01592177,M0140039,行政院農業委員會臺中區農業改良場辦理農藥田間試驗收費標準,,行政＞行政院農業委員會＞植物防檢疫目
01592178,M0140040,行政院農業委員會臺南區農業改良場辦理農藥田間試驗收費標準,,行政＞行政院農業委員會＞植物防檢疫目
,M0140041,行政院農業委員會農業藥物毒物試驗所技術服務收費標準（102.12.19訂定）,,行政＞行政院農業委員會＞植物防檢疫目
01786001,H0060049,高級中等學校學生學籍管理辦法,,行政＞教育部＞國民及學前教育目
01532030,G0450015,證券業辦理外匯業務管理辦法,,行政＞中央銀行＞外匯目
01541003,G0400153,國際證券業務分公司管理辦法,,"行政＞金融監督管理委員會＞證券暨期貨管理目  "
02016033,K0000150,交通部公路總局各區車輛行車事故鑑定會辦事細則,,廢止法規＞交通部
,K0000151,交通部公路總局各區車輛行車事故鑑定會編制表,,廢止法規＞交通部
,K0000149,交通部公路總局各區車輛行車事故鑑定會暫行組織規程,,廢止法規＞交通部
,D0000181,內政部警政署編制表,,行政＞內政部＞組織目
,D0000182,內政部警政署刑事警察局編制表,,行政＞內政部＞組織目
,D0000183,內政部警政署航空警察局編制表,,行政＞內政部＞組織目
,D0000184,內政部警政署國道公路警察局編制表,,行政＞內政部＞組織目
,D0000185,內政部警政署鐵路警察局編制表,,行政＞內政部＞組織目
,D0000186,內政部警政署保安警察第一總隊編制表,,行政＞內政部＞組織目
,D0000187,內政部警政署保安警察第二總隊編制表,,行政＞內政部＞組織目
,D0000188,內政部警政署保安警察第三總隊編制表,,行政＞內政部＞組織目
,D0000189,內政部警政署保安警察第四總隊編制表,,行政＞內政部＞組織目
09117077,D0010115,內政部警政署民防指揮管制所辦事細則,,行政＞內政部＞處務目
,D0000190,內政部警政署保安警察第五總隊編制表,,行政＞內政部＞組織目
,D0000162,"內政部警政署刑事警察局組織規程（102.12.30 訂定）",,行政＞內政部＞組織目
,D0000191,內政部警政署保安警察第六總隊編制表,,行政＞內政部＞組織目
09117074,D0010114,內政部警政署警察通訊所辦事細則,,行政＞內政部＞處務目
,D0000192,內政部警政署保安警察第七總隊編制表,,行政＞內政部＞組織目
09117072,D0010113,內政部警政署花蓮港務警察總隊辦事細則,,行政＞內政部＞處務目
09117071,D0010112,內政部警政署高雄港務警察總隊辦事細則,,行政＞內政部＞處務目
,D0000163,"內政部警政署航空警察局組織規程（102.12.30 訂定）",,行政＞內政部＞組織目
09117070,D0010111,內政部警政署臺中港務警察總隊辦事細則,,行政＞內政部＞處務目
09117069,D0010110,內政部警政署基隆港務警察總隊辦事細則,,行政＞內政部＞處務目
,D0010109,內政部警政署保安警察第七總隊辦事細則（102.12.30訂定）,,行政＞內政部＞處務目
09117056,D0010108,內政部警政署處務規程,,行政＞內政部＞處務目
,D0000164,內政部警政署國道公路警察局組織規程,,行政＞內政部＞組織目
09117060,D0000165,內政部警政署鐵路警察局組織規程,,行政＞內政部＞組織目
09117073,D0000168,內政部警政署警察通訊所組織規程,,行政＞內政部＞組織目
09117075,D0000169,內政部警政署警察廣播電臺組織規程,,行政＞內政部＞組織目
09117076,D0000170,內政部警政署民防指揮管制所組織規程,,行政＞內政部＞組織目
09117078,D0000171,內政部警政署警察機械修理廠組織規程,,行政＞內政部＞組織目
,D0000193,內政部警政署基隆港務警察總隊編制表,,行政＞內政部＞組織目
,D0000194,內政部警政署臺中港務警察總隊編制表,,行政＞內政部＞組織目
,D0000195,內政部警政署高雄港務警察總隊編制表,,行政＞內政部＞組織目
,D0000196,內政部警政署花蓮港務警察總隊編制表,,行政＞內政部＞組織目
,D0000197,內政部警政署警察通訊所編制表,,行政＞內政部＞組織目
,D0000198,內政部警政署警察廣播電臺編制表,,行政＞內政部＞組織目
,D0000199,內政部警政署民防指揮管制所編制表,,行政＞內政部＞組織目
,D0000200,內政部警政署警察機械修理廠編制表,,行政＞內政部＞組織目
09117061,D0000166,內政部警政署保安警察總隊組織準則,,行政＞內政部＞組織目
09117062,D0000167,內政部警政署港務警察總隊組織準則,,行政＞內政部＞組織目
01786002,H0060050,高級中等教育法施行細則,,行政＞教育部＞國民及學前教育目
01592183,H0170093,國立臺灣工藝研究發展中心材料分析與技術諮詢收費標準,,行政＞教育部＞終身教育目
04597004,A0020175,司法院辦理補助駐法院家事服務中心辦法,司法院辦理補（捐）助駐法院家事服務中心辦法,司法＞院本部＞少年及家事目
02301138,A0020174,中央研究院科學研究基金收支保管及運用辦法,,總統＞總統府＞中央研究院目
01786004,H0060051,高級中等學校辦理學生國外學歷採認辦法,,行政＞教育部＞國民及學前教育目
01829033,K0110037,觀光旅館業個人資料檔案安全維護計畫辦法,,廢止法規＞交通部
01786005,H0060052,入學高級中等學校同等學力認定標準,,行政＞教育部＞國民及學前教育目
,H0080087,短期補習班設立及管理準則,,行政＞教育部＞終身教育目
01786006,H0060053,高級中等學校群科學程設立變更停辦辦法,,行政＞教育部＞國民及學前教育目
01786007,H0060054,高級中等學校教科用書審定辦法,,行政＞教育部＞國民及學前教育目
02513067,L0000060,食品風險評估諮議會設置辦法,食品安全風險評估諮議會設置辦法,行政＞衛生福利部＞食品藥物管理目
01786008,H0060055,高級中等學校推廣教育實施辦法,,行政＞教育部＞國民及學前教育目
01786010,H0060056,高級中等學校實習課程實施辦法,,行政＞教育部＞國民及學前教育目
01786009,H0060057,高級中等學校軍訓教官職掌介派遷調進修申訴辦法,,行政＞教育部＞學生事務及特殊教育目
01786011,H0060058,高級中等學校經濟弱勢學生就學費用補助辦法,,行政＞教育部＞國民及學前教育目
01592185,M0040046,行政院農業委員會林業試驗所受託試驗與鑑定收費標準,,行政＞行政院農業委員會＞林業目
01786012,H0060059,國立高級中等學校教師每週教學節數標準,高級中等學校教師每週教學節數標準,行政＞教育部＞國民及學前教育目
01786013,H0060060,高級中等學校學生學習評量辦法,,行政＞教育部＞國民及學前教育目
01786014,H0060061,高級中等學校進修部學生學習評量辦法,,行政＞教育部＞國民及學前教育目
01786015,H0060062,高級中等學校辦理實驗教育辦法,,行政＞教育部＞國民及學前教育目
01786003,H0000133,高級中等以下學校課程審議會組成及運作辦法,高級中等學校課程綱要課程審議會組成及運作辦法,行政＞教育部＞國民及學前教育目
01786016,H0060064,自學進修高級中等教育學力鑑定考試辦法,,行政＞教育部＞國民及學前教育目
01592181,M0140042,行政院農業委員會桃園區農業改良場辦理農藥田間試驗收費標準,,行政＞行政院農業委員會＞植物防檢疫目
01786019,H0000134,高級中等學校學生獎懲委員會組織及運作辦法,,行政＞教育部＞國民及學前教育目
01786022,H0060063,高級中等學校評鑑辦法,,行政＞教育部＞國民及學前教育目
,H0000135,高級中等學校學生申訴及再申訴評議委員會組織及運作辦法,高級中等學校學生申訴評議委員會組織及運作辦法,行政＞教育部＞國民及學前教育目
01786017,H0060065,高級中等學校合聘教師辦法,,行政＞教育部＞國民及學前教育目
01786021,H0000137,高級中等學校組織設置及員額編制標準,,行政＞教育部＞國民及學前教育目
01592186,L0060039,全民健康保險保險憑證讀卡設備之安全模組卡收費標準,,行政＞衛生福利部＞中央健康保險目
08101013,J0130065,小型風力機發電系統示範獎勵辦法,,行政＞經濟部＞能源管理目
01592187,M0140043,行政院農業委員會高雄區農業改良場辦理農藥田間試驗收費標準,,行政＞行政院農業委員會＞植物防檢疫目
03108024,M0050047,漁業人僱用私人武裝保全人員辦法,,行政＞行政院農業委員會＞漁業目
,A0020176,國家發展委員會處務規程,,行政＞國家發展委員會＞組織目
,A0020177,國家發展委員會檔案管理局處務規程,,行政＞國家發展委員會＞組織目
,A0010110,國家發展委員會編制表,,行政＞國家發展委員會＞組織目
,A0010111,國家發展委員會檔案管理局編制表,,行政＞國家發展委員會＞組織目
02520036,O0040062,化工業放流水標準,,廢止法規＞行政院環境保護署
08125024,H0170094,傳藝金曲獎獎勵辦法,,廢止法規＞文化部
01528050,G0350072,郵包物品進出口通關辦法,,行政＞財政部＞關務目
02519093,O0020096,空氣污染物及噪音檢查人員證書費收費標準,,行政＞行政院環境保護署＞空氣品質保護目
01829036,J0130066,電業及公用天然氣事業個人資料檔案安全維護管理辦法,,行政＞經濟部＞能源管理目
02513068,L0040114,輸入食品系統性查核實施辦法,,行政＞衛生福利部＞食品藥物管理目
01585011,N0080047,勞動力發展業務公益信託許可及監督辦法,,行政＞勞動部＞職業訓練目
02519094,O0020097,溫室氣體檢驗測定及查驗機構管理辦法,,廢止法規＞行政院環境保護署
01725030,H0120073,優秀運動選手培養辦法,,行政＞教育部＞體育目
,N0010025,勞動部處務規程,,行政＞勞動部＞組織目
,N0010026,勞動部勞工保險局處務規程,,行政＞勞動部＞組織目
,N0010027,勞動部勞動力發展署處務規程,,行政＞勞動部＞組織目
,N0010028,勞動部勞動基金運用局處務規程,,行政＞勞動部＞組織目
,N0010029,勞動部職業安全衛生署處務規程,,行政＞勞動部＞組織目
,N0010030,勞動部勞動及職業安全衛生研究所處務規程,,行政＞勞動部＞組織目
,N0010031,勞動部勞動力發展署北基宜花金馬分署辦事細則,,行政＞勞動部＞組織目
,N0000036,勞動部勞動力發展署各分署組織準則,,行政＞勞動部＞組織目
,N0000037,勞動部勞動力發展署技能檢定中心組織規程,,行政＞勞動部＞組織目
,N0000044,勞動部勞動力發展署北基宜花金馬分署編制表,,行政＞勞動部＞組織目
,N0000045,勞動部勞動力發展署桃竹苗分署編制表,,行政＞勞動部＞組織目
,N0000046,勞動部勞動力發展署中彰投分署編制表,,行政＞勞動部＞組織目
,N0000047,勞動部勞動力發展署雲嘉南分署編制表,,行政＞勞動部＞組織目
,N0000048,勞動部勞動力發展署高屏澎東分署編制表,,行政＞勞動部＞組織目
,N0000038,勞動部編制表,,行政＞勞動部＞組織目
,N0000049,勞動部勞動力發展署技能檢定中心編制表,,行政＞勞動部＞組織目
,N0000039,勞動部勞工保險局編制表,,行政＞勞動部＞組織目
,N0000040,勞動部勞動力發展署編制表,,行政＞勞動部＞組織目
,N0000041,勞動部勞動基金運用局編制表,,行政＞勞動部＞組織目
,N0000042,勞動部職業安全衛生署編制表,,行政＞勞動部＞組織目
,N0000043,勞動部勞動及職業安全衛生研究所編制表,,行政＞勞動部＞組織目
,N0010032,勞動部勞動力發展署桃竹苗分署辦事細則,,行政＞勞動部＞組織目
,N0010033,勞動部勞動力發展署中彰投分署辦事細則,,行政＞勞動部＞組織目
,N0010034,勞動部勞動力發展署雲嘉南分署辦事細則,,行政＞勞動部＞組織目
,N0010035,勞動部勞動力發展署高屏澎東分署辦事細則,,行政＞勞動部＞組織目
,N0010036,勞動部勞動力發展署技能檢定中心辦事細則,,行政＞勞動部＞組織目
,H0010058,國立海洋科技博物館處務規程,,行政＞教育部＞組織目
,H0000160,國立海洋科技博物館編制表,,行政＞教育部＞組織目
02513069,L0040115,食品業者專門職業或技術證照人員設置及管理辦法,,行政＞衛生福利部＞食品藥物管理目
01989006,J0020059,事業用爆炸物製造使用與器材之新技術及新產品管理辦法,,行政＞經濟部＞礦業目
01164021,J0110091,自來水用戶設備外線補助辦法,,行政＞經濟部＞水利目
04561021,A0020178,監察院暨所屬機關訴願文書使用收費標準,,監察＞院本部＞院（處）務目
,M0050048,鮪延繩釣漁船赴台日漁業協議適用海域作業管理辦法,延繩釣漁船赴台日漁業協議適用海域作業管理辦法,行政＞行政院農業委員會＞漁業目
02025015,K0070070,中華民國籍船舶於受海盜或非法武力威脅高風險海域僱用私人武裝保全人員辦法,,行政＞交通部＞航政目
,H0000161,國家科學及技術委員會編制表,,行政＞國家科學及技術委員會＞組織目
,H0000162,國家科學及技術委員會新竹科學園區管理局編制表,科技部編制表;國家科學及技術委員會編制表;科技部新竹科學工業園區管理局編制表;科技部新竹科學園區管理局編制表;科技部中部科學工業園區管理局編制表;科技部中部科學園區管理局編制表;國家科學及技術委員會中部科學園區管理局編制表;科技部南部科學工業園區管理局編制表;科技部南部科學園區管理局編制表;國家科學及技術委員會南部科學園區管理局編制表;科技部處務規程;國家科學及技術委員會處務規程;科技部新竹科學工業園區管理局處務規程;科技部新竹科學園區管理局處務規程;國家科學及技術委員會新竹科學園區管理局處務規程;科技部中部科學工業園區管理局處務規程;科技部中部科學園區管理局處務規程;國家科學及技術委員會中部科學園區管理局處務規程;科技部南部科學工業園區管理局處務規程;科技部南部科學園區管理局處務規程;國家科學及技術委員會南部科學園區管理局處務規程,行政＞國家科學及技術委員會＞組織目
02513070,L0040116,食品安全管制系統準則,,行政＞衛生福利部＞食品藥物管理目
03401044,A0020179,國史館臺灣文獻館古文書閱覽複製辦法,,總統＞總統府＞國史館目
02518080,O0050083,戒檳班講習執行辦法,,行政＞行政院環境保護署＞廢棄物管理目
01150013,D0060122,土地或建築改良物權利書狀及申請應用地籍資料規費收費標準,,行政＞內政部＞地政目
01086001,H0170095,國家表演藝術中心董事長董事與監事遴聘解聘及補聘辦法,,行政＞文化部＞文化藝術目
01592190,J0130067,天然氣事業規費收費標準,,行政＞經濟部＞能源管理目
01924011,J0070048,海關查扣侵害專利權物實施辦法,,行政＞經濟部＞智慧財產權目
02513071,L0040117,嬰兒與較大嬰兒配方食品廣告及促銷管理辦法,,行政＞衛生福利部＞食品藥物管理目
01788005,H0060067,建教合作機構參與建教合作應備條件認定辦法,,行政＞教育部＞國民及學前教育目
,D0010116,原住民族委員會處務規程,,行政＞原住民族委員會＞組織目
,D0000179,原住民族委員會編制表,,行政＞原住民族委員會＞組織目
01799001,H0070055,各級學校扶助學生就學勸募許可申請辦法,,行政＞教育部＞國民及學前教育目
04903038,G0310076,金融監督管理委員會專業獎章頒給辦法,,"行政＞金融監督管理委員會＞組織目       "
01799002,H0000145,各級學校教育儲蓄戶管理小組組成及運作辦法,,行政＞教育部＞國民及學前教育目
03736001,D0070210,許可使用濕地標章及回饋金運用管理辦法,,行政＞內政部＞營建目
01086002,H0170096,國家表演藝術中心公有財產管理使用收益辦法,,行政＞文化部＞文化藝術目
01086003,H0170097,國家表演藝術中心董事監事及藝術總監利益迴避範圍及違反處置準則,,行政＞文化部＞文化藝術目
01086004,H0170098,國家表演藝術中心績效評鑑辦法,,行政＞文化部＞文化藝術目
04520054,G0390090,人身保險及財產保險安定基金計提標準,,行政＞金融監督管理委員會＞保險目
01083002,A0020180,國家發展委員會委員會議議事規則,,行政＞國家發展委員會＞組織目
,A0010112,中央研究院編制表,,總統＞總統府＞組織目
01592191,M0140044,行政院農業委員會花蓮區農業改良場辦理農藥田間試驗收費標準,,行政＞行政院農業委員會＞植物防檢疫目
01829037,N0080048,私立職業訓練機構個人資料檔案安全維護計畫及處理辦法,,行政＞勞動部＞職業訓練目
02025016,K0070071,指定船舶運送業經營特定航線客貨運送補償及監督辦法,,行政＞交通部＞航政目
01616001,G0300061,公共債務管理委員會組織規程,,行政＞財政部＞組織目
01616002,G0360034,公共債務管理委員會審議規則,,行政＞財政部＞組織目
01475002,F0030041,國家中山科學研究院董事及監事遴選辦法,,行政＞國防部＞人事目
01475005,F0030040,國家中山科學研究院董事監事及院長利益衝突迴避辦法,,行政＞國防部＞人事目
01475001,F0030039,國家中山科學研究院績效評鑑辦法,,行政＞國防部＞人事目
01475004,F0110021,國家中山科學研究院產品銷售科技合作技術移轉及技術服務辦法,,行政＞國防部＞主計財務目
01475003,F0110020,國家中山科學研究院公有財產管理辦法,,行政＞國防部＞主計財務目
08149001,J0150018,多層次傳銷管理法施行細則,,行政＞公平交易委員會＞公平交易目
02513072,L0040118,屠體內臟及其分切物運送衛生查核辦法,,行政＞衛生福利部＞食品藥物管理目
01826002,I0000040,各機關政風機構設置標準,,行政＞法務部＞廉政目
01475006,F0030042,國家中山科學研究院改制行政法人繼續任用軍職人員人事管理辦法,,行政＞國防部＞人事目
01127078,G0310077,金融監督管理委員會輔導及獎勵主管事業機構成立關係企業僱用身心障礙者辦法,,"行政＞金融監督管理委員會＞組織目       "
,D0110026,桃園市選舉委員會辦事細則,,廢止法規＞中央選舉委員會
,D0110027,桃園市選舉委員會編制表,,行政＞中央選舉委員會＞組織目
01085003,H0160056,國家災害防救科技中心績效評鑑辦法,,行政＞國家科學及技術委員會＞科學技術目
01085004,H0160057,國家災害防救科技中心公有財產管理使用收益辦法,,行政＞國家科學及技術委員會＞科學技術目
01085001,H0160058,國家災害防救科技中心董事長董事與監事遴聘解聘及補聘辦法,,行政＞國家科學及技術委員會＞科學技術目
01085002,H0160059,國家災害防救科技中心董事監事利益迴避範圍及違反處置準則,,行政＞國家科學及技術委員會＞科學技術目
02301142,T0020070,中華民國一百零四年度中央政府總預算附屬單位預算編製辦法,,廢止法規＞行政院主計總處
08149002,J0150019,多層次傳銷事業報備及變更報備準則,,行政＞公平交易委員會＞公平交易目
08125025,P0050039,中華民國一百零三年度廣播金鐘獎獎勵辦法,,行政＞文化部＞影視出版目
08125026,P0050040,中華民國一百零三年度電視金鐘獎獎勵辦法,,行政＞文化部＞影視出版目
01585012,D0050192,社會福利公益信託許可及監督辦法,,行政＞衛生福利部＞社會及家庭目
04655039,F0030043,國防部及所屬各機關公務人員交代條例施行細則,,行政＞國防部＞人事目
02301141,T0020071,中華民國一百零四年度中央政府總預算編製辦法,,廢止法規＞行政院主計總處
01592192,H0070056,國中教育會考收費標準,,行政＞教育部＞國民及學前教育目
01127079,K0010136,交通部主管事業機構成立關係企業僱用身心障礙者輔導及獎勵辦法,,行政＞交通部＞處務目
08149003,J0150020,多層次傳銷保護機構設立及管理辦法,,行政＞公平交易委員會＞公平交易目
01829038,H0080088,短期補習班個人資料檔案安全維護計畫實施辦法,,行政＞教育部＞終身教育目
08156001,J0110092,流域綜合治理計畫推動小組設置與作業辦法,,廢止法規＞經濟部
,H0070057,教保服務人員教保專業知能研習實施辦法,幼兒園教保專業知能研習實施辦法,行政＞教育部＞國民及學前教育目
04903039,A0020181,國家發展委員會專業獎章頒給辦法,,行政＞國家發展委員會＞人事管理目
01748009,D0130028,原住民族教育師資修習原住民族文化及多元文化教育課程實施辦法,,行政＞原住民族委員會＞教育文化目
,N0030025,勞動基準法第四十五條無礙身心健康認定基準及審查辦法,,行政＞勞動部＞勞動條件及就業平等目
02513073,L0040119,食品檢驗方法諮議會設置辦法,,行政＞衛生福利部＞食品藥物管理目
02512006,L0030077,管制藥品證照與輸入輸出及製造同意書審查費收費標準,,行政＞衛生福利部＞食品藥物管理目
04650008,S0070017,公教人員保險失能給付標準,"公教人員保險殘廢給付標準;公務人員保險殘廢給付標準,公教人員保險殘廢給付標準",考試＞銓敘部＞保險目
,M0140045,行政院農業委員會農業試驗所辦理農藥殘毒快速檢驗與作物病毒檢測及農藥田間試驗收費標準,,行政＞行政院農業委員會＞植物防檢疫目
01531037,G0380234,銀行法第三十三條授權規定事項辦法,,行政＞金融監督管理委員會＞銀行目
01524003,G0340135,住家用房屋供自住及公益出租人出租使用認定標準,,行政＞財政部＞賦稅目
04554001,C0010029,法院受理提審聲請之事務分配辦法,,司法＞院本部＞刑事目
03638002,S0080031,勞工保險監理委員會現職人員轉任勞動部暨勞工保險局現職人員轉任勞動部勞工保險局、勞動部職業安全衛生署與勞動部勞動基金運用局比照改任官職等級及退撫事項辦法,,考試＞銓敘部＞任用目
04506005,A0030300,司法院大法官會議規則,,廢止法規＞院本部
01521012,G0340136,銀行業保險業經營銀行保險本業收入範圍認定辦法,,行政＞財政部＞賦稅目
01592194,M0030090,行政院農業委員會種苗改良繁殖場受託辦理種子檢查收費標準,,行政＞行政院農業委員會＞農糧目
01592195,D0070211,行政院公共工程委員會工程技術鑑定規費收費標準,,行政＞行政院公共工程委員會＞通用目
01734009,H0150044,專科以上學校兼任教師聘任辦法,,行政＞教育部＞人事目
01712003,H0080089,空中大學與其系所及附設專科部設立變更停辦辦法,,行政＞教育部＞終身教育目
01127080,P0030013,文化部輔導及獎勵主管事業機構成立關係企業僱用身心障礙者辦法,,行政＞文化部＞影視出版目
01937048,J0100072,外銷水產品特約檢驗辦法,,行政＞經濟部＞標準檢驗目
01461015,A0020182,情資彙送作業辦法,,總統＞國家安全會議＞情報工作目
02520037,O0040063,水污染防治基金收支保管及運用辦法,,行政＞行政院環境保護署＞水質保護目
02513074,L0000061,食品衛生安全與營養諮議會設置辦法,,行政＞衛生福利部＞食品藥物管理目
02018029,H0180008,青年活動中心住宿設施管理及安全維護辦法,,廢止法規＞教育部
04660005,S0050008,高階公務人員中長期發展性訓練辦法,,"考試＞公務人員保障暨培訓委員會＞培訓目    "
01829039,H0030056,私立專科以上學校及私立學術研究機構個人資料檔案安全維護計畫實施辦法,私立專科以上學校及私立學術研究機構個人資料檔案安全維護實施辦法,行政＞教育部＞高等教育目
02513077,L0000062,基因改造食品諮議會設置辦法,,行政＞衛生福利部＞食品藥物管理目
02535007,L0020183,人體器官移植分配及管理辦法,,行政＞衛生福利部＞醫事目
05125022,D0050195,居家式托育服務提供者登記及管理辦法,,行政＞衛生福利部＞社會及家庭目
01592196,K0010137,交通部公路總局材料試驗所試驗收費標準,,行政＞交通部＞處務目
02509008,L0030078,藥師於執業處所外執行業務管理辦法,,行政＞衛生福利部＞醫事目
,A0010108,桃園市政府組織規程,,廢止法規＞院本部
,A0010109,桃園市議會組織規程,,廢止法規＞院本部
02513078,L0040120,食品廣告標示諮議會設置辦法,,行政＞衛生福利部＞食品藥物管理目
04527020,B0010060,法院辦理民事事件提解費用徵收標準,,司法＞院本部＞民事目
,D0070212,玉山國家公園管理處建築執照規費收費標準,,行政＞內政部＞營建目
,K0090080,民用航空事業個人資料檔案安全維護計畫及處理辦法,民用航空運輸業個人資料檔案安全維護計畫及處理辦法,行政＞交通部＞航空目
01592197,H0010063,國家人權博物館籌備處綠島人權文化園區場地管理及提供使用收費標準,,廢止法規＞文化部
01142056,N0060057,機械類產品申請先行放行辦法,,行政＞勞動部＞職業安全衛生目
01142055,N0060056,機械設備器具安全資訊申報登錄辦法,,行政＞勞動部＞職業安全衛生目
01235016,D0060123,馬祖地區土地申請返還實施辦法,,行政＞內政部＞地政目
01981015,J0020060,偏遠與原住民族及離島地區石油設施及運輸費用補助辦法,,行政＞經濟部＞礦業目
02520038,O0040064,水污染防治費中央與地方分配辦法,,行政＞行政院環境保護署＞水質保護目
,I0010097,法務部調查局桃園市調查處辦事細則,,行政＞法務部＞組織目
,I0000046,法務部調查局桃園市調查處編制表,,行政＞法務部＞組織目
01771001,H0000147,國家運動訓練中心董事長與董事及監事遴聘辦法,,行政＞教育部＞體育目
02513075,L0040121,食品業者衛生安全管理驗證及委託驗證管理辦法,,廢止法規＞衛生福利部
01142057,N0060058,安全標示與驗證合格標章使用及管理辦法,,行政＞勞動部＞職業安全衛生目
02513076,L0040122,食品良好衛生規範準則,,行政＞衛生福利部＞食品藥物管理目
01592198,I0040062,國定古蹟嘉義舊監獄園區場地使用收費標準,,行政＞法務部＞矯正目
01142058,N0060059,機械類產品申請免驗證辦法,,行政＞勞動部＞職業安全衛生目
01142059,N0060060,構造規格特殊產品安全評估報告及檢驗辦法,,行政＞勞動部＞職業安全衛生目
01766005,H0070061,學校設置廚房及辦理午餐補助辦法,,行政＞教育部＞國民及學前教育目
03706017,O0060042,第四類毒性化學物質核可管理辦法,,廢止法規＞行政院環境保護署
02513080,L0040123,不適合兒童長期食用之食品廣告及促銷管理辦法,,行政＞衛生福利部＞食品藥物管理目
01588017,G0380235,信用合作社法準用銀行法第三十三條授權規定事項辦法,,行政＞金融監督管理委員會＞銀行目
01142060,N0060061,政府機關推動職業安全衛生業務績效評核及獎勵辦法,,行政＞勞動部＞職業安全衛生目
02025017,K0070072,船舶運送業投保營運人責任保險及旅客傷害保險辦法,,行政＞交通部＞航政目
01142061,N0060062,機械類產品型式驗證實施及監督管理辦法,,行政＞勞動部＞職業安全衛生目
01781012,H0120074,無動力飛行運動業輔導辦法,,廢止法規＞教育部
03706018,O0060043,新化學物質及既有化學物質資料登錄辦法,,行政＞行政院環境保護署＞衛生及毒物管理目
03706019,O0060044,新化學物質及既有化學物質資料登錄審查業務委託辦法,,行政＞行政院環境保護署＞衛生及毒物管理目
01592199,J0110093,省水標章規費收費標準,,廢止法規＞經濟部
03736002,D0070213,實施重要濕地保育致權益受損補償辦法,,行政＞內政部＞營建目
04552006,C0010030,刑事保證金存管計息及發還作業辦法,,司法＞院本部＞刑事目
01771002,H0000148,國家運動訓練中心公有財產管理使用收益辦法,,行政＞教育部＞體育目
01142062,N0060063,機械設備器具監督管理辦法,,行政＞勞動部＞職業安全衛生目
03736003,D0070214,國際級及國家級重要濕地經營管理許可收費回饋金繳交運用辦法,,行政＞內政部＞營建目
01623014,G0330033,酒販賣場所設置專區專櫃管理辦法,,行政＞財政部＞國庫目
03736004,D0070215,國際級及國家級重要濕地範圍內公有土地委託民間經營管理實施辦法,,行政＞內政部＞營建目
01840011,H0130005,少年矯正學校教育實施事項督導辦法,,行政＞教育部＞國民及學前教育目
01531038,G0380236,銀行流動性覆蓋比率實施標準,,行政＞金融監督管理委員會＞銀行目
01623015,G0330034,菸酒業者申請設立及變更許可審查辦法,,行政＞財政部＞國庫目
01142063,N0060065,女性勞工母性健康保護實施辦法,,行政＞勞動部＞職業安全衛生目
01142065,N0060064,優先管理化學品之指定及運作管理辦法,,行政＞勞動部＞職業安全衛生目
01142064,N0060066,職業安全衛生顧問服務機構與其顧問服務人員之認可及管理規則,,行政＞勞動部＞職業安全衛生目
01623016,G0330035,劣菸劣酒回收銷毀處理辦法,,行政＞財政部＞國庫目
01142069,N0060069,新化學物質登記管理辦法,,行政＞勞動部＞職業安全衛生目
01142068,N0060068,管制性化學品之指定及運作許可管理辦法,,行政＞勞動部＞職業安全衛生目
01142067,N0060070,危害性化學品評估及分級管理辦法,,行政＞勞動部＞職業安全衛生目
01142066,N0060071,製程安全評估定期實施辦法,,行政＞勞動部＞職業安全衛生目
01142070,N0060067,產品安全資訊申報登錄及型式驗證規費收費標準,,行政＞勞動部＞職業安全衛生目
01771003,H0120075,國家運動訓練中心績效評鑑辦法,,行政＞教育部＞體育目
01771004,H0120076,國家運動訓練中心董事監事利益迴避範圍及違反處置準則,,行政＞教育部＞體育目
01528051,G0350073,業者使用自備封條許可及管理辦法,,行政＞財政部＞關務目
01765007,H0170099,私立文化機構設立變更及獎勵辦法,,行政＞文化部＞組織目
05128001,D0130029,原住民族傳統智慧創作保護實施辦法,,行政＞原住民族委員會＞經濟發展目
02513081,L0040124,食品安全保護基金運用管理監督小組設置辦法,,行政＞衛生福利部＞食品藥物管理目
01592203,D0070216,陽明山國家公園陽明書屋門票收費標準,,行政＞內政部＞營建目
01734010,H0150045,教師因公涉訟輔助辦法,,行政＞教育部＞人事目
02305006,T0010012,主計機構設置及員額編制標準,,行政＞行政院主計總處＞主計人事目
01432002,F0080017,國軍部隊教育訓練勤務作戰實施準則,,行政＞國防部＞教育訓練目
04705033,U0010041,審計部桃園市審計處辦事細則,,監察＞審計部＞組織目
01790001,H0070063,學校型態實驗教育實施條例施行細則,,行政＞教育部＞國民及學前教育目
